Sample ID,Outcome,SampleType,IsRejected,Result,ResultInfo,File name,Instrument ID,Experiment created at (UTC),Analysis created at (UTC),Analysis created by,Analysis approved at (UTC),Analysis approved by,Analysis authorized at (UTC),Analysis authorized by,FF software version,Well,Assay,AP version,SampleTypeName,Lot,Channel_1_Target,Channel_1_result,Channel_1_Cq,Channel_1_EndFluoRaw,Channel_1_EndFluoBC,Channel_2_Target,Channel_2_result,Channel_2_Cq,Channel_2_EndFluoRaw,Channel_2_EndFluoBC,Channel_3_Target,Channel_3_result,Channel_3_Cq,Channel_3_EndFluoRaw,Channel_3_EndFluoBC,Channel_4_Target,Channel_4_result,Channel_4_Cq,Channel_4_EndFluoRaw,Channel_4_EndFluoBC,Channel_5_Target,Channel_5_result,Channel_5_Cq,Channel_5_EndFluoRaw,Channel_5_EndFluoBC
"Sample 1",Positive,Regular,No,Positive,"2019-nCoV detected.","QC20211014-Qnostics-Panel-7179.eds","278872911","2021-10-14T16:39:29","2021-10-15T08:19:42","christiana.awopetu@md.catapult.org.uk","2021-10-25T14:23:11","farah.tam@hotmail.com","2021-10-26T08:22:11","farah.tahmasebi@md.catapult.org.uk","3.300.6",A1,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Positive,26.003916040275,845381.3,507712.0599335452,"N gene",Positive,26.753615375769,543081.06,406920.1590772663,"S gene",Positive,27.345819900339,270515.1,134432.87901653678,"MS2",Positive,23.560885309913,704561.3,477763.02537268255,"",,,,
"Sample 2",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211014-Qnostics-Panel-7179.eds","278872911","2021-10-14T16:39:29","2021-10-15T08:19:42","christiana.awopetu@md.catapult.org.uk","2021-10-25T14:23:11","farah.tam@hotmail.com","2021-10-26T08:22:11","farah.tahmasebi@md.catapult.org.uk","3.300.6",A2,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,312027.47,-207.80184850399104,"N gene",Negative,,135804.27,-157.41600171620217,"S gene",Negative,,133227.39,-330.03844603189043,"MS2",Positive,23.084450918270,664966.9,459875.2273029158,"",,,,
"Sample 3",Positive,Regular,No,Positive,"2019-nCoV detected.","QC20211014-Qnostics-Panel-7179.eds","278872911","2021-10-14T16:39:29","2021-10-15T08:19:42","christiana.awopetu@md.catapult.org.uk","2021-10-25T14:23:11","farah.tam@hotmail.com","2021-10-26T08:22:11","farah.tahmasebi@md.catapult.org.uk","3.300.6",A3,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Positive,27.417803747382,803432.06,475313.8386874001,"N gene",Positive,27.691519312660,535687.4,389389.8866259705,"S gene",Positive,28.113748232243,257621.52,109122.20768542505,"MS2",Positive,22.716521444154,729168.06,513161.2937553895,"",,,,
"Sample 4",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211014-Qnostics-Panel-7179.eds","278872911","2021-10-14T16:39:29","2021-10-15T08:19:42","christiana.awopetu@md.catapult.org.uk","2021-10-25T14:23:11","farah.tam@hotmail.com","2021-10-26T08:22:11","farah.tahmasebi@md.catapult.org.uk","3.300.6",A4,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,355794.44,-685.9567095724449,"N gene",Negative,,155790.03,-107.3374711629775,"S gene",Negative,,160744.4,-882.7373353934969,"MS2",Positive,22.938658160929,774782.9,541361.9728648786,"",,,,
"Sample 5",Positive,Regular,No,Positive,"2019-nCoV detected.","QC20211014-Qnostics-Panel-7179.eds","278872911","2021-10-14T16:39:29","2021-10-15T08:19:42","christiana.awopetu@md.catapult.org.uk","2021-10-25T14:23:11","farah.tam@hotmail.com","2021-10-26T08:22:11","farah.tahmasebi@md.catapult.org.uk","3.300.6",A5,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Positive,28.050024751659,753713.8,429935.80939478346,"N gene",Positive,28.327115433314,504655.56,361402.9187952161,"S gene",Positive,29.272727187212,222673.27,66125.95044974152,"MS2",Positive,22.516562209672,753500.44,533280.8114397791,"",,,,
"Sample 6",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211014-Qnostics-Panel-7179.eds","278872911","2021-10-14T16:39:29","2021-10-15T08:19:42","christiana.awopetu@md.catapult.org.uk","2021-10-25T14:23:11","farah.tam@hotmail.com","2021-10-26T08:22:11","farah.tahmasebi@md.catapult.org.uk","3.300.6",A6,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,347492.56,-916.9756755246857,"N gene",Negative,,153401.28,-702.5698649603194,"S gene",Negative,,165282.89,-683.4270309668321,"MS2",Positive,23.787105225259,791670.6,536624.1391084116,"",,,,
"Sample 7",Positive,Regular,No,Positive,"2019-nCoV detected.","QC20211014-Qnostics-Panel-7179.eds","278872911","2021-10-14T16:39:29","2021-10-15T08:19:42","christiana.awopetu@md.catapult.org.uk","2021-10-25T14:23:11","farah.tam@hotmail.com","2021-10-26T08:22:11","farah.tahmasebi@md.catapult.org.uk","3.300.6",A7,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Positive,29.439935220460,706760.25,374371.3194321192,"N gene",Positive,29.541150636194,462096.34,314921.24169721396,"S gene",Positive,30.086175767183,213283.36,46710.78859347111,"MS2",Positive,22.687189763115,781865.44,553349.0457067252,"",,,,
"Sample 8",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211014-Qnostics-Panel-7179.eds","278872911","2021-10-14T16:39:29","2021-10-15T08:19:42","christiana.awopetu@md.catapult.org.uk","2021-10-25T14:23:11","farah.tam@hotmail.com","2021-10-26T08:22:11","farah.tahmasebi@md.catapult.org.uk","3.300.6",A8,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,346774.03,-1614.3229597932839,"N gene",Negative,,154617.67,-855.0682984518199,"S gene",Negative,,170590.31,-1173.8559640777,"MS2",Positive,23.070966848582,813018.44,570517.3359109852,"",,,,
"Sample 9",Positive,Regular,No,Positive,"2019-nCoV detected.","QC20211014-Qnostics-Panel-7179.eds","278872911","2021-10-14T16:39:29","2021-10-15T08:19:42","christiana.awopetu@md.catapult.org.uk","2021-10-25T14:23:11","farah.tam@hotmail.com","2021-10-26T08:22:11","farah.tahmasebi@md.catapult.org.uk","3.300.6",A9,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Positive,29.884624551314,684152.06,346400.1328310024,"N gene",Positive,30.233416186781,439632.03,287796.24703066796,"S gene",Positive,31.298248271198,199890.69,24755.114230653206,"MS2",Positive,22.502118673247,814558.7,579416.5456612967,"",,,,
"Sample 10",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211014-Qnostics-Panel-7179.eds","278872911","2021-10-14T16:39:29","2021-10-15T08:19:42","christiana.awopetu@md.catapult.org.uk","2021-10-25T14:23:11","farah.tam@hotmail.com","2021-10-26T08:22:11","farah.tahmasebi@md.catapult.org.uk","3.300.6",A10,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,325071.1,-1414.6356561872133,"N gene",Negative,,143474.31,-932.7745498490224,"S gene",Negative,,161778.2,-1071.8676081469885,"MS2",Positive,23.013408069649,776796.25,544941.9273631446,"",,,,
