Sample ID,Outcome,SampleType,IsRejected,Result,ResultInfo,File name,Instrument ID,Experiment created at (UTC),Analysis created at (UTC),Analysis created by,Analysis approved at (UTC),Analysis approved by,Analysis authorized at (UTC),Analysis authorized by,FF software version,Well,Assay,AP version,SampleTypeName,Lot,Channel_1_Target,Channel_1_result,Channel_1_Cq,Channel_1_EndFluoRaw,Channel_1_EndFluoBC,Channel_2_Target,Channel_2_result,Channel_2_Cq,Channel_2_EndFluoRaw,Channel_2_EndFluoBC,Channel_3_Target,Channel_3_result,Channel_3_Cq,Channel_3_EndFluoRaw,Channel_3_EndFluoBC,Channel_4_Target,Channel_4_result,Channel_4_Cq,Channel_4_EndFluoRaw,Channel_4_EndFluoBC,Channel_5_Target,Channel_5_result,Channel_5_Cq,Channel_5_EndFluoRaw,Channel_5_EndFluoBC
"Sample 1",Positive,Regular,No,Positive,"2019-nCoV detected.","QC20211104-Qnostics-Panel-1142.eds","278873722","2021-11-04T15:43:27","2021-11-04T20:25:47","molly.worth@md.catapult.org.uk","2021-11-12T14:57:54","Thomas.Ingram@nottingham.ac.uk","2021-11-12T15:17:13","farah.tahmasebi@md.catapult.org.uk","3.300.6",A1,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Positive,26.592556962733,913708.75,516014.3926969875,"N gene",Positive,26.748500331428,649805.5,462912.43246654054,"S gene",Positive,27.322622353790,479212.78,268832.5810050883,"MS2",Positive,23.339596426777,912708.06,610049.3164826717,"",,,,
"Sample 2",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211104-Qnostics-Panel-1142.eds","278873722","2021-11-04T15:43:27","2021-11-04T20:25:47","molly.worth@md.catapult.org.uk","2021-11-12T14:57:54","Thomas.Ingram@nottingham.ac.uk","2021-11-12T15:17:13","farah.tahmasebi@md.catapult.org.uk","3.300.6",A2,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,394237.25,3118.763183293447,"N gene",Negative,,186333.95,935.2129555898014,"S gene",Negative,,212825.84,176.4310592795223,"MS2",Positive,23.273130138826,887916.06,577461.3242885891,"",,,,
"Sample 3",Positive,Regular,No,Positive,"2019-nCoV detected.","QC20211104-Qnostics-Panel-1142.eds","278873722","2021-11-04T15:43:27","2021-11-04T20:25:47","molly.worth@md.catapult.org.uk","2021-11-12T14:57:54","Thomas.Ingram@nottingham.ac.uk","2021-11-12T15:17:13","farah.tahmasebi@md.catapult.org.uk","3.300.6",A3,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Positive,26.793602971898,860203.7,471748.37744974095,"N gene",Positive,27.446934447296,614279.6,428470.7171734646,"S gene",Positive,28.274017384473,471426.38,241398.4100206101,"MS2",Positive,23.301333372010,943808.0,627671.3831674758,"",,,,
"Sample 4",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211104-Qnostics-Panel-1142.eds","278873722","2021-11-04T15:43:27","2021-11-04T20:25:47","molly.worth@md.catapult.org.uk","2021-11-12T14:57:54","Thomas.Ingram@nottingham.ac.uk","2021-11-12T15:17:13","farah.tahmasebi@md.catapult.org.uk","3.300.6",A4,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,400997.88,7095.047594325008,"N gene",Negative,,192895.11,471.92425003119246,"S gene",Negative,,231433.23,2218.9313461264437,"MS2",Positive,23.291934151330,954513.25,624344.2067482607,"",,,,
"Sample 5",Positive,Regular,No,Positive,"2019-nCoV detected.","QC20211104-Qnostics-Panel-1142.eds","278873722","2021-11-04T15:43:27","2021-11-04T20:25:47","molly.worth@md.catapult.org.uk","2021-11-12T14:57:54","Thomas.Ingram@nottingham.ac.uk","2021-11-12T15:17:13","farah.tahmasebi@md.catapult.org.uk","3.300.6",A5,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Positive,27.861025685164,768898.44,394319.3948275373,"N gene",Positive,28.355535153866,574775.75,390736.07562900527,"S gene",Positive,29.121919271026,379125.16,151466.4594829423,"MS2",Positive,23.237033422417,957966.6,636521.2693850843,"",,,,
"Sample 6",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211104-Qnostics-Panel-1142.eds","278873722","2021-11-04T15:43:27","2021-11-04T20:25:47","molly.worth@md.catapult.org.uk","2021-11-12T14:57:54","Thomas.Ingram@nottingham.ac.uk","2021-11-12T15:17:13","farah.tahmasebi@md.catapult.org.uk","3.300.6",A6,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,377477.8,7123.809257233146,"N gene",Negative,,187488.56,886.5586877268768,"S gene",Negative,,232710.28,1232.8413240893412,"MS2",Positive,22.005143868759,951660.8,670056.8522894116,"",,,,
"Sample 7",Positive,Regular,No,Positive,"2019-nCoV detected.","QC20211104-Qnostics-Panel-1142.eds","278873722","2021-11-04T15:43:27","2021-11-04T20:25:47","molly.worth@md.catapult.org.uk","2021-11-12T14:57:54","Thomas.Ingram@nottingham.ac.uk","2021-11-12T15:17:13","farah.tahmasebi@md.catapult.org.uk","3.300.6",A7,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Positive,29.521091556643,711810.56,330140.12708788394,"N gene",Positive,29.196714549682,534874.8,345417.18584680336,"S gene",Positive,30.440735534117,352919.94,109508.31988480636,"MS2",Positive,23.257706459313,993625.8,656611.7141815388,"",,,,
"Sample 8",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211104-Qnostics-Panel-1142.eds","278873722","2021-11-04T15:43:27","2021-11-04T20:25:47","molly.worth@md.catapult.org.uk","2021-11-12T14:57:54","Thomas.Ingram@nottingham.ac.uk","2021-11-12T15:17:13","farah.tahmasebi@md.catapult.org.uk","3.300.6",A8,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,385981.88,13307.008356615552,"N gene",Negative,,192543.86,897.0156741807225,"S gene",Negative,,244112.56,266.0176214185467,"MS2",Positive,23.224985431416,1000816.1,663119.3230285395,"",,,,
"Sample 9",Positive,Regular,No,Positive,"2019-nCoV detected.","QC20211104-Qnostics-Panel-1142.eds","278873722","2021-11-04T15:43:27","2021-11-04T20:25:47","molly.worth@md.catapult.org.uk","2021-11-12T14:57:54","Thomas.Ingram@nottingham.ac.uk","2021-11-12T15:17:13","farah.tahmasebi@md.catapult.org.uk","3.300.6",A9,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Positive,29.650992143160,676163.75,297536.9087721553,"N gene",Positive,29.888578941639,493091.9,304786.23399504134,"S gene",Positive,31.780683935806,297806.53,52054.15176504414,"MS2",Positive,23.235758280998,1004809.9,665864.9591561789,"",,,,
"Sample 10",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211104-Qnostics-Panel-1142.eds","278873722","2021-11-04T15:43:27","2021-11-04T20:25:47","molly.worth@md.catapult.org.uk","2021-11-12T14:57:54","Thomas.Ingram@nottingham.ac.uk","2021-11-12T15:17:13","farah.tahmasebi@md.catapult.org.uk","3.300.6",A10,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,395794.56,2175.3994168282748,"N gene",Negative,,196401.66,623.3625648546698,"S gene",Negative,,251250.19,518.9643102080738,"MS2",Positive,23.256332498376,1039732.94,686413.7264172831,"",,,,
